entity_head	relation	entity_tail
1554	10	7960
2937	4	9966
551	10	6756
763	10	13720
1830	10	4579
1268	10	12217
579	3	11681
2196	10	6546
2475	4	6883
835	10	13381
2121	10	12871
2322	1	6887
1474	10	9270
2953	10	3242
546	10	5570
1205	3	10507
1463	3	3663
316	10	11002
809	3	9230
1132	10	7534
52	10	13586
893	10	4790
1063	10	5340
2588	3	7023
2312	10	6589
1166	10	7195
1245	10	9426
355	10	13346
2428	10	7456
368	10	10925
2778	3	7156
762	3	10682
466	10	8069
2035	10	8673
1435	10	3236
1579	10	11835
2905	3	6930
2734	6	11286
1413	10	4553
1041	10	10164
1423	4	6407
375	10	10110
1927	10	5557
451	10	4974
2014	10	9337
1355	4	8921
1248	1	4515
2215	10	2991
2165	3	5725
752	3	8162
367	3	10544
393	3	7934
2975	10	12790
2957	10	4059
2888	10	10195
2684	10	11256
404	10	4941
2386	10	6744
689	10	10360
1894	10	8157
2785	10	12637
1097	10	5809
1304	10	8513
492	3	11641
487	10	12147
2215	10	3894
1748	10	6418
1482	10	9644
181	10	11662
2827	4	3767
1017	10	3729
2102	10	8251
2065	10	3811
1423	10	10136
1344	10	8320
2887	10	13630
1052	4	12417
50	10	4377
1002	10	8396
763	10	8937
254	10	7521
320	10	9124
100	7	11218
1499	10	4227
92	10	5611
2726	10	8673
2404	10	3084
2273	3	7934
1314	10	8302
810	10	8298
1830	3	11641
662	10	5312
1265	3	12376
1005	10	9555
687	2	9633
2294	10	4932
2147	10	13738
663	10	4042
293	1	11791
23	3	5192
2552	10	10755
285	3	13484
953	3	7602
1006	10	6118
1867	10	8235
2964	10	13188
187	10	11518
2191	10	8224
1291	3	7084
324	3	4641
2809	3	5126
978	10	7403
964	1	4308
757	3	12135
2420	10	4752
2371	10	3667
1712	10	10988
2326	10	3532
1191	10	13527
2906	10	12093
355	10	3052
1218	10	9943
784	10	11511
2688	10	5495
16	10	4958
2245	1	6887
1952	3	5960
215	1	13801
1787	10	9426
926	10	5359
1437	4	12950
1650	10	10154
600	10	6971
1667	3	10986
950	10	8996
191	10	4059
856	10	3976
2176	10	10459
2043	3	7934
582	10	12435
79	10	4059
2357	10	10441
68	10	4866
690	10	9426
2918	3	11044
654	10	8255
1387	10	10150
2262	3	3061
601	3	6729
2191	3	8331
1468	10	3168
2866	3	11293
1141	10	11611
215	10	7356
697	3	5412
915	10	12587
2901	3	7934
80	10	10849
2097	10	7601
2158	2	12401
605	10	12207
2031	3	7934
1436	3	3551
960	10	5689
295	10	5496
2348	3	5547
2012	10	12391
2969	10	6731
1452	10	6991
697	10	10850
1019	10	7565
2360	3	9480
468	10	8216
969	10	8118
1178	10	3011
499	10	7719
1314	10	10594
2744	10	8447
1587	3	9327
1210	10	4518
1898	10	7480
1015	10	10672
165	10	12013
2582	10	12320
384	10	10154
2227	10	9426
1372	8	10384
152	10	9605
95	4	5428
1930	10	13521
2151	3	12376
2091	3	10121
1488	10	6354
2859	3	7220
2221	3	12762
701	10	3673
690	10	10116
1557	10	3673
65	10	3387
2250	10	12480
2135	10	12438
140	10	7509
2409	3	12402
594	10	9426
632	3	4740
1561	10	8447
781	3	9714
2824	10	8085
230	10	13147
566	10	5417
1228	10	11968
2641	10	3094
965	3	11984
1760	10	5480
925	10	7973
1407	10	11784
55	10	11777
584	10	13172
1460	10	11093
2472	3	7090
2503	4	7818
1457	3	4275
1704	10	9262
2756	10	3246
2264	10	8585
1430	10	5156
62	10	7345
749	3	6400
87	10	8913
2551	10	8118
1387	10	9007
2215	10	11948
1413	10	12637
1048	3	5412
1549	3	5462
2721	3	13308
2405	10	12955
888	1	11427
2788	10	6252
148	3	3680
1398	10	5920
2794	10	8901
603	3	6820
2203	10	13199
1801	10	13063
1463	10	4658
1944	10	4924
2327	1	3541
2601	10	10713
2349	10	11805
2060	4	3417
1498	10	10933
21	10	9896
1594	10	11140
1907	10	10404
269	10	3277
1054	4	5003
1406	10	9337
2811	6	10246
1933	3	6472
774	10	11727
726	10	4990
1237	10	3623
131	3	4431
688	10	7671
1452	3	3155
2945	3	10507
2903	10	6068
30	10	5201
453	10	5350
2095	3	8620
3	10	11311
340	10	3170
2	10	4804
2327	10	8175
1928	10	11327
1468	4	13260
2121	6	10042
918	8	4684
2216	3	13582
2768	7	3357
1683	3	7934
2764	10	12917
780	10	7994
1547	10	7730
2858	3	4269
2388	10	8353
2280	3	8134
2620	10	13230
2382	10	12204
664	10	5907
2080	3	5965
2226	10	7564
1666	10	12761
746	10	6340
179	3	9016
2787	10	3448
2719	10	9783
797	10	7553
1493	3	6704
2390	3	7123
601	3	12616
2715	10	6589
2968	4	9428
2389	10	4554
1733	10	9076
357	10	5947
1369	10	9549
2516	3	10578
2700	3	8793
1967	3	10986
626	10	9062
1604	10	11770
370	3	6702
2159	10	10557
2235	10	6310
2753	10	7870
55	10	5336
1557	10	3700
2695	3	3399
2433	10	11232
1574	10	5710
1280	10	7883
90	10	11212
116	10	9617
1553	10	10425
626	4	12524
1813	3	5586
2398	10	3652
960	10	12871
2072	10	13038
1359	10	8701
2907	10	11829
690	10	10331
498	3	3085
1503	10	10203
82	10	9943
269	10	13305
2149	10	8205
1430	10	9081
528	3	6227
2871	10	11866
1478	3	3058
925	10	10422
855	3	6005
2151	10	13657
2644	3	7807
2405	10	12557
1500	3	7997
1176	10	5557
2875	10	10033
415	10	5822
2946	3	12376
1679	10	8284
1308	10	13107
2903	3	3864
1500	10	4766
143	3	13468
1558	10	11334
1836	3	5059
42	10	5776
1474	10	5047
2645	3	6007
2484	10	6731
614	10	5164
2176	10	8841
258	10	5361
2924	10	5531
1955	10	9426
1026	6	5088
1867	4	5501
922	7	5444
2381	3	8240
1727	3	9947
445	3	11724
925	10	4478
1493	4	12180
1181	3	6101
2300	3	10245
355	10	3558
1639	10	4292
1400	10	4958
663	4	5791
1099	10	3084
579	10	8773
71	3	5020
2007	10	3503
586	10	6370
2054	10	5354
1164	10	4059
1687	10	5559
2371	10	6092
1661	9	9006
1387	10	13755
1372	10	7883
2787	10	12799
2292	10	7455
1502	10	12993
482	10	8099
2371	10	10545
487	10	3094
1432	1	6887
2101	10	12454
1060	10	9521
1411	10	12101
83	10	4518
344	10	4270
204	10	5481
2102	10	13097
1636	10	3520
2959	3	10044
1241	3	7934
634	10	11784
375	10	8673
626	10	4061
936	3	4813
1198	10	10293
2437	10	12760
1053	10	8053
157	10	11311
1299	1	3390
1099	10	13223
2181	10	12891
1558	10	11551
1020	10	12299
2610	10	7802
1053	4	9134
1154	10	4487
964	10	4876
2499	10	6581
616	10	12780
2463	10	4932
1970	10	11346
1078	10	6374
1538	10	7588
960	10	11551
542	10	8320
2871	10	13318
916	10	9984
2697	10	7970
803	10	8580
1359	10	11501
1402	10	4916
86	10	3337
1809	4	7548
2247	3	10597
86	10	10266
453	4	9922
918	10	11888
2204	10	13093
1517	10	3847
2237	10	8568
502	10	10436
1349	4	6168
79	10	9252
397	10	9656
2836	10	5217
1331	10	11784
2133	10	10713
1359	10	4581
1184	3	13518
2161	10	5490
1986	10	12076
1456	3	12376
599	3	7807
1376	10	11828
2597	3	10618
2334	3	12376
733	3	7934
515	3	8091
797	10	12871
601	10	13265
1517	10	13373
2264	10	12961
1029	3	7130
1830	10	7208
2794	10	5704
1369	10	8247
538	10	12465
1637	10	12464
98	10	4503
1547	10	7536
538	10	7930
2313	10	3198
852	10	12409
0	10	5201
2358	10	12310
2836	3	7958
2407	3	6476
2487	3	12451
348	6	9218
1877	10	4637
935	3	10668
2460	10	3310
1727	10	4660
2143	10	9770
1064	10	11273
1123	6	5665
2401	4	9209
769	10	13758
2709	4	7205
811	10	7985
2070	10	6985
731	10	10055
623	10	7556
1963	10	11511
177	10	4146
1496	3	7084
2076	3	5412
1898	10	5481
1476	10	5201
2166	10	6418
1629	3	12376
2188	10	10795
2358	10	6826
2243	10	12464
2554	10	10555
1442	10	4659
1616	10	13580
1124	10	9038
39	2	4690
751	10	10360
1306	10	3169
2403	10	3938
1424	10	6437
287	3	7934
1376	4	9203
924	10	5201
1442	4	3245
1647	10	4061
2435	10	11954
677	10	4932
1603	10	6301
37	10	9186
1788	10	11835
1861	10	10988
262	2	13310
2112	10	6037
170	3	3837
2371	10	3724
1459	10	5782
1566	10	11397
384	10	5917
220	10	4958
274	10	7045
1954	10	3808
1995	10	6037
1508	10	4528
2238	7	8740
2799	10	13630
2456	10	7606
2156	10	6042
689	10	6004
926	10	9399
2801	10	5354
1537	3	3942
1259	10	12610
2739	10	9600
810	10	12328
1147	10	3071
2235	3	8192
1726	10	6625
1580	10	13223
807	10	9991
2398	10	7937
2520	10	12041
2649	3	8674
898	10	8832
2521	10	13692
2789	10	6581
293	10	5495
2529	4	4116
1959	3	6476
1793	10	8414
1489	3	11660
398	10	9393
2147	10	8916
373	10	6709
2454	2	13764
1080	10	7199
1989	10	6962
2712	3	7421
2786	10	13413
852	10	9050
2295	10	5097
1816	10	6682
2349	3	7334
1718	4	10488
2558	10	4059
268	10	12076
1329	10	5336
2196	10	13000
2005	10	12550
2235	10	4227
2865	4	3465
957	10	12072
2157	10	10187
1027	10	10266
722	10	13147
1262	4	7882
950	10	7440
936	10	13735
1541	3	10296
837	10	3956
2600	10	13738
1979	4	7957
1499	10	6546
2528	10	8714
2240	3	7934
2103	10	12346
170	4	10598
1990	10	5110
923	10	4487
2555	10	4851
2948	1	3390
2147	10	5048
1588	8	12967
1685	10	4711
2712	10	6277
328	10	11842
2610	10	13495
1075	10	6118
1982	10	9766
281	10	6097
2484	10	4059
1849	10	11220
1603	10	9255
2924	3	9034
422	1	3541
2854	3	6295
1266	10	13543
2925	10	10312
2125	10	8434
1231	3	12057
1983	10	8524
781	10	13160
70	3	9335
2327	10	13319
2580	1	10468
2173	3	10818
2884	10	9617
2128	3	6059
521	10	4958
2411	3	10172
1232	7	10375
812	10	7195
1597	10	7070
1732	4	9583
1108	10	7494
1435	3	13149
1070	3	5237
2862	10	4471
1117	10	8046
1589	10	3493
162	3	10986
2123	10	8513
1035	10	4648
2306	10	12085
1676	0	10086
506	10	6454
1162	3	7438
525	10	4745
370	3	3655
411	10	6814
1805	10	9666
658	3	7934
851	0	10290
2128	10	12481
2532	10	3948
864	10	11828
729	10	13339
466	10	3673
2040	10	11736
2405	10	13262
2620	9	6555
213	10	8996
1933	3	3275
657	2	7551
1386	2	9088
511	3	12376
1900	10	12618
1567	10	3629
2568	10	4058
890	10	12289
476	10	8513
1141	10	7434
1653	10	9426
882	10	3964
564	4	8196
1070	10	12235
1033	10	12129
1531	10	10484
652	10	8685
2554	10	7730
284	10	11835
1885	10	11260
689	10	12465
275	10	8244
1967	10	8734
310	10	4534
1660	10	10404
2873	10	6731
2459	2	7295
1448	10	13385
1400	10	4130
2872	4	3687
191	10	5055
1524	10	12922
734	10	10445
958	3	7681
2386	10	3505
2619	10	12142
1048	3	6798
211	10	7694
807	10	12075
2121	7	10676
801	10	9191
1883	10	8278
993	10	4419
1090	10	5963
1692	10	5531
2421	3	4950
440	10	11323
1251	10	8983
2630	3	13787
2902	3	11685
2371	10	4013
2240	10	12970
98	10	3506
2478	10	11400
2004	10	7245
1943	10	4433
734	10	3731
443	3	10747
2410	3	6414
1596	3	12466
815	10	5424
1800	10	4353
2542	10	7309
1992	1	3713
2433	10	12465
1329	10	9243
484	10	13757
2057	10	9050
1172	10	11841
860	3	5425
966	10	9567
320	10	4276
1806	2	5554
959	10	7678
933	3	6434
2628	3	13340
1636	10	7648
1624	10	11549
990	10	7259
766	10	12465
2981	10	10627
460	1	7327
889	1	6858
1447	3	13629
1027	10	3439
281	10	4506
2859	10	7820
2497	3	12644
1246	10	4565
1830	10	7748
351	10	5954
1910	10	6814
557	10	4292
1508	10	3646
2508	10	12101
2182	10	13758
2147	10	13672
581	10	7074
2386	10	5025
170	3	13095
2252	3	5690
2046	3	11394
1841	10	10739
1716	10	4771
1750	10	7268
941	10	3794
1502	10	9881
2454	10	9426
2316	10	4870
1116	3	3878
1543	5	7174
2133	3	9342
872	10	11982
2154	10	5884
2329	3	7084
2658	4	7640
1018	10	6029
1000	10	5311
2789	1	9208
2740	10	10360
2443	10	8332
68	10	10753
1414	10	9991
1048	10	10713
519	10	8916
2841	10	11397
1888	10	7561
1262	10	12885
2398	3	12376
654	10	13770
397	4	9869
2240	10	10555
1558	10	5512
2465	3	12926
1161	10	12679
87	10	9985
2675	10	5134
404	3	9642
2127	10	9391
478	3	6104
1150	10	11662
754	10	7267
2404	3	6278
2904	10	12190
916	10	7042
180	10	6078
12	10	10459
926	10	5591
2076	10	11728
1256	4	13004
2039	10	11277
2455	10	5571
1143	10	9069
2581	3	8070
2309	10	5417
522	10	6269
1490	10	9365
149	10	3319
2102	10	10726
2841	10	12961
1553	10	6348
340	10	12871
1494	10	3555
1476	9	11534
789	10	5710
525	10	6326
2184	3	10442
561	10	9231
2069	3	5051
2404	3	6295
1619	10	12107
2297	10	7635
221	3	10547
2681	1	4221
281	3	7421
1	3	7711
2135	10	11340
2099	1	11970
2036	10	13316
2118	3	11660
487	10	4960
2767	3	6620
1176	10	11878
93	3	4641
40	10	8368
2587	3	7084
2342	4	6407
1359	10	13292
2943	10	7937
2336	10	13063
1390	10	8804
1710	3	12842
1057	3	10507
348	10	10933
648	4	9606
2186	10	6330
2405	10	11031
1697	10	12948
1619	10	10483
2189	10	6799
8	3	9420
140	10	6193
1645	3	6733
1795	3	7282
1932	3	6479
1396	10	13319
1490	10	12028
1	10	13174
2886	1	8946
758	10	13431
1857	3	12590
1844	10	11580
1210	10	5480
991	3	4427
2634	3	6033
223	10	11587
1717	1	6224
588	1	3541
173	1	10200
1470	3	8512
2165	10	8321
2875	4	13627
1560	10	3591
2052	10	11770
2274	10	12420
1517	10	12637
283	3	10542
1458	10	9107
2243	10	6269
2557	10	4806
1047	3	5722
2692	6	9193
2592	10	13098
2829	10	8871
1785	10	6831
732	10	3992
1376	10	12480
2244	10	11146
1552	10	13770
394	3	3622
1029	10	11835
1721	10	4059
1834	10	8302
30	10	7553
918	10	4164
1804	3	11123
2777	10	12622
2601	6	3585
1064	3	4949
1738	10	8002
945	10	4475
1514	10	12907
1481	10	11080
2067	10	5874
2204	10	10185
1560	10	9651
1753	3	11070
2920	10	12539
619	10	5866
152	10	8971
2228	10	13749
1748	10	9401
2387	10	7601
1585	3	11641
2263	3	11822
2588	10	11784
426	7	13614
1829	3	12337
882	10	7800
2426	10	12357
1205	10	13515
2295	10	4079
1977	10	13442
2495	10	4475
153	10	7601
599	10	12101
2787	10	12852
2095	1	4515
2665	10	4782
1114	10	11628
362	3	10121
2105	10	6834
1247	10	10672
2564	3	10507
1243	10	8280
2742	10	9991
960	10	13105
2970	6	10176
293	7	9862
328	10	5538
1632	3	8282
369	3	9707
1347	3	7934
2399	10	9984
1818	3	11731
2077	10	9894
258	10	3635
2088	10	9980
2902	10	12118
2948	3	11984
1544	10	8443
1758	10	13746
1670	10	9555
2914	10	13479
594	3	3627
1752	10	3301
2215	10	4992
2623	10	12587
2432	3	7934
460	10	7738
1624	4	10263
1048	10	3583
189	10	12602
72	3	11984
2331	10	11212
207	10	5261
590	3	8549
2375	10	13050
2662	10	7165
2252	10	4932
544	10	4554
2742	10	10179
941	10	3325
1529	10	10786
1670	10	12872
955	3	10747
2165	3	8331
193	10	6281
369	3	12981
2887	3	12717
2188	10	12922
701	10	4141
2650	3	4009
2087	10	7529
598	10	13533
1561	3	6604
2147	10	8568
399	10	4186
2204	10	6839
998	10	6799
177	10	8652
2861	10	9036
1663	3	5436
1545	3	4943
1419	10	5048
1666	10	9510
1684	10	12243
163	10	4043
512	3	8902
512	10	7677
731	10	8584
2235	10	5399
1070	10	3821
1413	10	13253
1655	10	5328
1517	10	12319
1812	3	5171
1448	10	7173
1087	10	5201
2378	10	5676
1474	10	10152
2258	10	5563
2791	10	12447
2023	10	9159
2628	3	13345
537	3	7921
2420	10	4851
2535	10	11283
1732	3	7489
2235	10	12739
2423	10	4510
2080	10	7074
1716	10	4518
2382	10	9453
724	4	9790
990	10	7325
2300	10	10531
2565	10	4610
2775	10	5481
1865	3	7672
1646	3	12322
1697	1	11772
2187	10	6118
1006	10	7134
40	10	10713
2145	10	5265
2846	10	4423
2545	3	7956
366	1	3962
1359	10	13339
1895	3	6217
2825	3	6702
2796	7	3768
239	8	13091
69	4	12200
1082	10	8787
234	10	5970
2216	3	8331
2490	10	12429
789	10	4043
1102	10	9405
2718	10	8009
2295	10	8581
1665	3	6554
53	10	9076
1048	10	3372
1773	8	9524
1697	10	5511
1084	3	7934
2878	4	2996
804	10	5483
2804	10	5406
1230	10	9896
1270	10	9062
1954	10	7802
2133	0	7236
2309	10	12093
433	3	10172
2042	4	9556
745	3	9144
2720	10	11955
2137	10	9146
1043	10	5782
1547	10	6442
154	10	12031
2453	7	4016
2346	0	9213
2759	10	13505
2312	10	6772
726	10	11502
478	10	7601
852	3	7934
1694	10	8916
576	10	12357
2777	10	8787
1277	10	8916
618	10	5201
647	10	10434
2433	10	3894
282	10	4032
512	10	8321
82	10	3600
2701	10	5606
2247	10	5010
2051	10	9450
1135	10	10905
285	10	9069
2848	10	13621
666	2	9571
1747	10	9071
2833	10	8501
1161	10	5164
814	10	7242
1457	10	5480
1044	10	6977
1887	10	13248
722	10	5770
1213	3	7298
455	3	13297
1108	10	12873
2705	10	4679
538	10	10726
2169	10	8839
2250	10	9119
235	7	6087
92	3	11660
2780	2	3183
1999	3	7200
2464	1	4221
2412	10	5495
725	4	11047
1118	10	9426
564	3	3066
1078	10	3974
2187	10	12565
2207	1	9452
2186	3	6105
1612	3	11610
1505	4	12336
55	10	3529
1468	10	5201
1567	10	6396
857	10	5753
1141	10	12240
766	3	7934
426	10	4432
9	10	8017
2009	3	6216
2867	3	12510
1450	10	9991
1363	10	10141
2854	10	4231
1507	10	12101
1502	10	3169
1057	10	9263
2392	10	5445
585	3	10997
1413	10	12994
501	10	4800
1203	10	12069
903	10	10337
707	10	12041
392	10	3279
2146	10	4870
2334	10	10256
2210	10	8542
310	10	8431
724	10	4625
2927	6	9175
861	10	13757
913	3	8799
94	10	8110
2833	10	13255
2629	10	8337
1566	10	3808
1653	10	5481
812	10	6991
1326	10	8854
857	10	6387
2345	3	12376
654	10	13490
1063	10	4432
390	10	10213
1627	10	12447
384	10	5481
1624	10	3938
2243	10	9117
342	10	7430
1022	10	4084
17	10	3702
553	3	8201
1282	3	11610
451	10	5903
1984	10	9938
740	10	9395
2744	3	7999
2472	10	4799
1900	10	11709
33	10	9076
1652	10	3337
1855	4	7289
1182	10	9990
2440	10	12657
2662	10	3772
2421	4	3388
1592	6	7559
1841	10	8302
959	10	8479
2235	10	12993
1114	3	10417
2088	10	4628
1066	3	12904
2721	10	9426
1453	10	8443
334	10	12190
315	10	11786
1161	10	7516
2926	10	11835
1293	3	9632
2382	10	4519
1042	10	11380
2250	10	8053
2624	10	5621
2151	3	7958
1332	1	10485
44	10	3929
1738	3	3551
1788	3	10542
2426	10	6252
2082	10	7824
780	10	13243
449	3	7934
2261	10	12067
269	10	8082
1963	10	8881
890	10	12118
2237	10	4420
355	10	11947
2095	10	8466
1738	10	3929
1158	4	6997
2367	3	11655
2499	10	6287
1119	10	4680
2201	3	11601
2440	3	9335
2805	10	12679
2261	3	12376
2923	10	5040
734	10	4633
1084	10	5571
1937	10	3725
2145	10	12587
381	10	6454
177	10	9179
1060	3	8169
1332	6	6176
2254	4	11161
679	3	12376
623	10	5055
1274	10	7388
679	4	12331
248	10	12062
1549	3	9001
1006	10	3367
313	10	10726
1589	10	5917
774	10	7259
2273	10	12768
1419	10	3529
2084	10	7746
2469	3	12226
900	10	8353
2031	10	9426
416	3	8331
1021	10	5445
2775	10	5499
523	10	4098
1528	3	10986
90	10	8714
2176	3	7237
2073	3	6199
1698	10	8568
26	10	4174
168	10	12874
656	0	12727
915	3	4740
1658	10	8472
216	3	11660
1770	3	10718
1500	10	9357
600	10	10713
702	10	8094
227	10	3670
2681	1	9901
1119	3	11685
1786	0	8377
1502	10	12915
1598	10	9104
2295	3	13345
2497	10	7349
1537	3	6829
2804	10	5483
81	10	8175
2836	10	8597
2389	10	9426
1856	3	12926
1653	10	3907
2237	3	7084
1764	4	5145
1911	10	10149
1218	10	8908
1131	10	9990
201	10	8533
1205	10	9817
1164	10	12874
1553	10	4384
2402	10	5530
68	10	4257
328	10	8540
1060	10	8685
2973	10	12850
1430	3	5093
1223	10	11699
484	10	4081
2151	10	9891
1880	10	5497
136	4	5253
962	10	11804
2175	1	5334
1810	10	8511
586	3	7934
1934	3	7067
1155	10	6118
617	10	3634
1549	10	3314
75	10	5927
2579	10	4624
1393	6	10080
1560	10	6387
1107	10	9322
2711	4	13583
1262	10	7772
1923	3	8180
2696	4	9376
2662	10	3065
2011	10	10167
1935	10	7077
1802	3	3779
758	10	8298
2624	10	3525
1655	3	13718
1975	3	11706
2323	10	11393
825	10	9792
284	10	12205
2064	10	7035
126	10	5243
761	10	11152
2436	3	6476
965	10	3623
2204	10	11561
1027	10	7134
2095	10	11152
2159	10	5710
2405	10	3267
2422	10	3079
2598	3	3946
1293	10	7800
2135	10	6700
1944	7	9883
785	10	13521
2389	10	9631
1365	10	6303
600	10	5369
623	10	13072
1787	10	4453
2923	4	9528
1910	10	13253
1883	10	5929
2386	10	4079
1831	10	11639
554	3	10863
2361	4	4602
2395	0	3984
797	10	9555
1794	10	12528
876	3	6573
2300	10	9258
307	3	12632
1437	10	4642
646	10	8677
66	10	5570
436	10	9426
2109	10	5884
544	10	4072
2317	4	6249
2067	10	12848
365	10	3374
2436	10	5139
2454	10	5406
1616	10	10889
2390	1	12519
2072	10	5763
2623	10	4968
2133	3	7658
422	10	3505
1057	10	13505
1064	10	9426
1921	10	7930
715	0	6751
2148	10	11888
1529	10	3277
1732	10	10145
2880	10	8668
2679	10	4782
1941	7	13464
1203	10	4628
289	10	4510
2304	0	7586
1121	4	9049
1824	10	5917
1692	10	8964
1333	10	9889
2523	3	7934
27	10	12129
1771	10	9666
1055	10	3794
2961	3	4388
1877	3	12376
492	10	11163
2579	10	10259
2430	10	10905
1110	10	3000
522	10	4598
2085	3	11358
2404	10	13431
1366	10	4435
2011	10	7820
1969	10	13028
2489	3	9022
952	4	12152
607	10	8964
600	10	6395
1665	10	10147
1359	10	4245
58	1	13801
591	10	12871
2328	3	12553
2291	10	6589
1443	10	7937
1804	10	7553
1537	10	3824
1681	3	11681
1439	10	13631
796	1	6656
2610	10	5520
2102	10	10435
1304	10	11171
2617	10	3226
1904	10	6749
2458	10	11700
2730	10	6125
2835	4	12683
95	10	5575
203	3	5120
638	10	4878
2045	10	10614
1353	10	4090
1789	10	7160
492	10	11039
105	10	13586
198	1	7019
145	10	9357
1073	10	5499
339	1	7327
1720	10	9107
1537	10	10929
1577	3	8174
1377	10	4474
451	10	10491
2191	10	11311
18	4	4083
746	10	9850
953	10	8573
1786	3	10986
191	10	5132
312	4	7569
2086	10	9426
167	10	4081
2147	10	13490
754	3	12632
613	3	11407
1988	10	4523
297	10	6326
11	10	10713
1181	10	5322
1219	10	3996
74	10	8540
539	3	12135
1706	10	6619
1829	3	8837
2948	10	9887
2349	10	8919
1132	3	3085
1399	10	5538
2769	10	3242
110	3	7934
446	3	10858
152	10	7798
249	10	9426
630	10	9270
2922	4	10212
1140	10	5328
2759	10	13510
516	4	10519
2135	10	4710
2671	10	9990
114	10	6118
1203	10	10048
1080	10	5940
1636	3	10181
14	10	10555
365	10	13588
2909	10	7565
1396	10	13478
571	10	13505
94	4	6666
1751	3	10554
915	3	12510
1203	10	4658
1603	4	12551
834	10	4556
690	10	13550
1064	10	3169
993	10	3435
1788	3	8272
2031	10	11026
359	3	4943
1416	10	4493
599	3	6295
876	3	6893
2604	10	11851
408	10	10586
2787	10	10888
297	10	7279
2493	10	7332
1188	10	5424
1960	10	7485
873	10	13725
1106	3	10407
710	7	9189
1379	10	5530
2620	3	6225
448	10	8321
660	4	6407
2575	10	4522
2127	10	11496
2017	3	3066
87	10	9552
2095	10	6589
869	10	5496
736	10	3461
2402	10	10641
2140	4	7809
1314	10	11766
1710	10	13054
394	10	10129
437	10	12966
1378	10	5480
2102	10	13292
2373	10	10810
1428	10	6709
622	10	11817
1671	10	7789
412	10	13596
2598	10	3387
2968	10	4442
1314	10	10594
654	10	4478
2682	10	12741
2465	10	3277
2783	10	11983
2623	10	4774
2135	10	8320
521	10	12730
1060	10	12438
2836	10	5209
1630	3	7934
1212	10	11862
14	10	8431
620	10	12679
1403	10	7553
2102	10	12687
2360	10	12732
2633	10	8742
1218	10	4247
2279	3	12376
1612	3	9196
915	10	6096
2291	10	8673
1540	10	9113
1835	10	9357
30	10	12328
590	10	3916
235	10	4553
2930	10	4518
2810	10	4127
437	0	11859
1209	3	10507
2204	10	7951
985	3	13179
722	10	4855
1341	10	13630
1145	3	7421
798	10	11013
1858	3	7704
2659	10	8002
1737	10	5959
1014	6	12944
1182	10	10917
17	3	6890
877	3	3523
1366	10	3070
289	10	10672
2455	10	9876
2958	10	8665
1969	10	5435
998	3	11984
283	10	13510
1988	10	11007
1258	10	12760
455	10	10773
1387	10	9666
1516	4	12857
1774	3	12717
2253	10	6454
1852	2	5843
2052	3	5823
221	4	3624
556	3	12717
2751	10	4658
332	10	9426
2181	10	5164
1688	3	5300
1968	10	12147
2650	10	13491
994	10	3139
1786	3	7934
2907	10	8375
2924	10	8321
2019	10	8360
2650	10	12489
1752	10	12648
1400	3	12376
543	10	4951
1460	10	6924
2624	3	3912
1066	3	12226
19	3	5126
2201	10	12760
1405	1	8092
722	10	4493
2455	10	9991
1771	10	11599
1306	10	4079
1792	0	3111
1313	1	5289
1616	10	7671
556	10	4059
697	10	12204
2190	10	5047
154	3	9494
1729	10	8859
1342	10	6777
2180	10	13257
1747	1	3125
1915	3	11520
2502	10	8673
1884	10	4625
1223	4	11889
2842	10	4156
214	10	12235
1042	0	4358
582	10	8118
993	3	7451
2843	10	11983
2064	3	6490
1652	10	3902
1833	10	12408
1604	3	7934
1076	3	7934
1631	10	4523
1708	10	9824
1772	3	7934
2642	10	6564
2919	10	13648
2920	10	9317
2545	10	10867
2788	0	4025
42	3	9791
396	10	11829
1930	4	2998
2316	10	13304
2538	10	4804
1044	3	7934
2069	10	4593
1717	10	8897
